chr	start	end	H3K4me3	H3K9me2	H3K27me3	H3K5ac	H3K56ac	Mnase	ATAQ	Transcripts_ds	Exons_ds	TE_ds	SNPs_ds	TSS_dt	TTS_dt	Telomere_dt	Centromere_dt	AT	CG	mCG	mCHG	Motif_ds	class
4	5242629	5244629	27.2159051267902	-2.84586832943353	26.0598570450265	0.604627362907064	3.04739195755863	59	2	1	1	0	10	0	260	5242627	98355371	0.3645	0.6355	0	0	53	1
4	5271335	5273335	18.2810237537463	-2.23850246759226	-0.757193606769878	5.61290550860243	21.0435931730736	58	4	1	1	0	17	178	0	5271333	98326665	0.434	0.566	0	0	53	1
4	5458160	5460160	-1.55029692649274	0.508278070154828	3.7310147479639	0.739958908668995	-1.19922647591102	42	2	0	0	3	24	177	2112	5458158	98139840	0.586	0.414	100	100	11	1
4	6388723	6390723	-0.760719070638919	0.891390628843601	15.5796004842615	-0.219026748247942	-0.880459952279071	39	1	0	0	1	18	1893	308	6388721	97209277	0.6055	0.3945	100	0	25	1
4	6407563	6409563	9.34976138802735	-0.745359323764319	2.20065363073838	2.47370357006212	3.84953099499178	79	16	1	1	0	14	0	3956	6407561	97190437	0.4395	0.5605	0	0	43	1
4	6481324	6483324	-0.876060938113856	1.2134793527074	63.4014555359894	1.28503728081772	-1.10593774187636	85	0	0	0	0	20	18901	22224	6481322	97116676	0.59	0.41	33.3333	0	9	1
4	6534485	6536485	5.4014990152196	0.165362039800572	-1.60396336243794	1.54778772485917	10.1495421208039	85	4	2	2	0	22	0	1997	6534483	97063515	0.536	0.464	33.3333	0	28	1
4	7154480	7156480	16.0346835215404	-0.678215266675446	8.40617127693399	11.8405867879395	26.0569454816529	46	1	0	0	1	51	21069	20422	7154478	96443520	0.541	0.459	33.3333	0	4	1
4	7317196	7319196	33.385267953914	-2.76933379925844	28.4653052926358	0.826900824004056	17.357841069508	73	8	1	1	0	6	874	0	7317194	96280804	0.417	0.583	0	0	45	1
4	7318059	7320059	2.00127374134097	0.446866862439114	25.6371982537237	0.25767624012766	1.92508566475127	46	0	1	1	1	9	1737	0	7318057	96279941	0.5915	0.4085	45.2381	10	19	1
4	9636351	9638351	-0.275734779742364	1.32386561659171	45.6449712011153	1.54078882290912	-0.430771701803689	56	2	0	0	2	6	25665	24244	9636349	93961649	0.6075	0.3925	100	80	8	1
4	10224944	10226944	26.6678680278611	-4.38848378305633	2.23489434294519	0.906435568108648	5.84758811336375	62	1	1	1	0	15	1354	2158	10224942	93373056	0.3205	0.6795	0	0	56	1
4	10227227	10229227	5.4953133855142	-1.20109054032129	8.26061003497444	2.56531142003055	2.31689034351545	60	0	1	1	0	11	3637	0	10227225	93370773	0.4525	0.5475	0	0	63	1
4	10648287	10650287	-1.36818997027564	0.70435033226799	3.1726159904126	1.57893283853689	1.57231471053812	66	0	0	0	0	21	7451	8504	10648285	92949713	0.5815	0.4185	100	0	16	1
4	10649521	10651521	4.84079539065319	0.376423689185848	-0.930346136913934	3.10014417738017	2.75670677028346	55	3	0	0	0	34	6217	7270	10649519	92948479	0.6075	0.3925	8.0128	0	44	1
4	11402644	11404644	-1.90537004722991	0.585754572659868	-1.51771192555091	4.02423253151839	2.11777299127731	127	7	2	2	0	23	23640	0	11402642	92195356	0.5635	0.4365	0	0	1	1
4	11844343	11846343	-0.766054308241674	0.134312168629481	-1.9180531097904	4.77393157873454	5.57403187425111	76	18	0	0	1	11	6058	1383	11844341	91753657	0.522	0.478	0	0	23	1
4	11929792	11931792	7.17371197850384	-0.633481299001204	53.4880432655856	1.38547152380093	0.495218702250055	60	6	1	2	0	2	415	0	11929790	91668208	0.566	0.434	100	0	6	1
4	13178361	13180361	3.31021645767832	0.0606416576957995	28.0372963900506	2.98855057406549	-0.220128328372075	86	0	2	8	0	21	1364	528	13178359	90419639	0.542	0.458	0	0	18	1
4	13246100	13248100	-0.295639320029564	0.613113143885475	-0.34370643480813	-0.38692262947191	-0.0342578963250402	21	2	0	0	6	8	5104	5976	13246098	90351900	0.5465	0.3535	100	100	5	1
4	13964006	13966006	7.33238866049346	-2.50325827170535	78.5489198889623	-0.168304150504387	-1.15312239113713	77	6	2	4	0	7	0	803	13964004	89633994	0.4405	0.5595	0	100	5	1
4	13965126	13967126	9.60396867058937	-2.3067509126692	80.7166321202338	-0.557559747292981	-1.56963330977436	95	2	2	4	0	15	218	0	13965124	89632874	0.457	0.543	0	0	14	1
4	14049800	14051800	8.76191520852385	0.217320617726788	15.7633003766478	0.584136133308863	1.84727168139303	109	2	0	0	5	10	3126	7715	14049798	89548200	0.5855	0.4145	100	0	22	1
4	14407871	14409871	21.1114978847462	-0.589732216798809	-0.63865042678602	5.66636934294309	15.4049942356554	112	4	3	2	0	33	0	355	14407869	89190129	0.5265	0.4735	0	0	16	1
4	14408142	14410142	4.86422566488067	0.0965445626133818	-0.547125308777851	5.18875260903512	3.39481345054657	139	4	3	2	0	33	0	626	14408140	89189858	0.5755	0.4245	0	0	9	1
4	14415499	14417499	-0.663378966404046	-1.369617761099	-0.453001565289701	-0.172056339605386	-0.513108047644089	17	0	0	0	1	4	7319	7983	14415497	89182501	0.3685	0.5815	100	100	0	1
4	17389016	17391016	0.879866492208128	0.322294437535044	18.7916544378409	1.36873248330373	-0.261136417664588	97	2	0	0	1	20	8059	6808	17389014	86208984	0.578	0.422	75	0	12	1
4	18236225	18238225	-0.935588012206128	0.656498907648859	12.0956462322988	-0.504095912952323	-0.787491385499785	17	25	0	0	0	7	18910	18167	18236223	85361775	0.646	0.354	100	0	31	1
4	18244444	18246444	14.2192290171261	-1.72434356507719	2.03537340719544	-0.335286286195988	13.5032807805464	36	17	0	0	0	12	10691	9948	18244442	85353556	0.4005	0.5495	50	0	72	1
4	19133078	19135078	20.5074594456651	-1.47089547007142	8.2626354342456	-0.404575415501479	8.36633057109034	34	14	1	1	0	30	886	0	19133076	84464922	0.4995	0.5005	0	0	34	1
4	19206160	19208160	-1.6638292903052	-0.569445077076525	21.7086879692812	0.929259765023532	0.223890293622722	69	0	0	0	0	16	34235	34679	19206158	84391840	0.511	0.489	100	50	2	1
4	19443739	19445739	-0.686809240631528	0.575412505463006	-1.09367739134688	0.108852366717577	-1.36606029656559	53	0	0	0	1	14	7003	531	19443737	84154261	0.5995	0.4005	100	100	5	1
4	20762462	20764462	15.5117929271166	0.10992268649046	-1.43803348252501	7.500139978039	12.1183706368207	87	13	2	2	8	9	0	0	20762460	82835538	0.5445	0.4555	100	0	27	1
4	22733997	22735997	-0.870632427126437	0.547919999050138	-2.59361930442439	5.53895044466357	0.934781663274228	104	0	1	5	0	29	4711	0	22733995	80864003	0.551	0.449	0	0	1	1
4	23572434	23574434	-1.37904699225047	1.23232726647347	0.803433854281312	0.0395632374120858	-0.377984125573867	15	2	0	0	0	20	17842	19750	23572432	80025566	0.641	0.359	100	75	7	1
4	26403310	26405310	18.9355417486073	-1.17521410819381	-2.23279251351285	1.91797131383387	9.18394435919991	103	11	2	1	3	20	0	1353	26403308	77194690	0.432	0.568	0	0	6	1
4	28007796	28009796	8.82506128994106	-3.69617299253525	3.0316787732042	0.377182490924757	8.62893442200872	50	0	1	1	0	2	0	0	28007794	75590204	0.394	0.606	100	100	40	1
4	31605259	31607259	10.1070479981107	0.731302671912692	-1.03639298554553	6.36118533403426	10.3997928517858	76	8	8	15	0	17	424	0	31605257	71992741	0.5205	0.4795	0	0	32	1
4	36338664	36340664	34.7717395075837	0.176693803359629	-1.47754787585296	9.74315196326976	4.787047420239	41	7	2	3	0	27	0	0	36338662	67259336	0.5235	0.4765	0	0	3	1
4	38756087	38758087	35.038613315783	-3.47110203045936	45.8306200626116	0.798088677643018	0.142767915292282	90	2	1	2	0	23	0	0	38756085	64841913	0.401	0.599	70	50	27	1
4	56994298	56996298	3.20392210851575	-1.18011486597254	0.0600358916036883	2.12959089085135	5.2942990751702	96	10	2	5	0	15	414	0	56994296	46603702	0.4795	0.5205	0	0	14	1
4	57595644	57597644	1.30903598972202	-0.674734491291548	0.308892496392496	2.14724367688092	0.914277618627971	173	3	0	0	1	5	17536	23044	57595642	46002356	0.489	0.511	80	25	11	1
4	77480157	77482157	5.46998033423958	-0.16884724120359	-2.21567215740945	2.96065217323682	2.79128483386388	131	4	0	0	0	24	1073	131	77480155	26117843	0.531	0.469	50	0	4	1
4	92787462	92789462	-1.69811658650752	0.145007932484658	-1.00215227333871	-1.11704419262222	-0.998134758931399	44	1	0	0	0	17	137948	143458	92787460	10810538	0.537	0.463	100	100	5	1
4	143407100	143409100	13.7594845041195	-2.00509769638598	0.798809829530168	4.93716152532514	8.3517496206685	66	3	3	4	0	21	0	2350	98620873	37197100	0.4065	0.5935	0	0	40	1
4	143747118	143749118	-0.778720833878983	-0.764465486124209	-1.76332024848974	1.03060775353911	4.43090136954211	46	7	0	0	2	3	39425	40399	98280855	37537118	0.4505	0.5495	100	66.6666666666667	38	1
4	151708613	151710613	22.8313285152034	-0.160762058886337	-1.12856775992369	4.67207811396701	10.7281110318697	34	2	1	2	0	21	0	1445	90319360	45498613	0.5365	0.4635	0	0	17	1
4	155035925	155037925	30.7838546009709	-1.94933793777875	57.4922576246729	0.667423066514453	11.6456970454699	81	3	1	1	0	22	215	126	86992048	48825925	0.408	0.592	0	0	32	1
4	155043588	155045588	6.38223134560289	-0.469888512234662	42.4019248171791	0.667423066514453	0.0436227885447353	148	6	0	0	0	7	5447	7789	86984385	48833588	0.4865	0.5135	0	0	5	1
4	160007959	160009959	0.526602875133428	-0.437533350294609	-1.94044714701494	4.26933018953027	1.50857474611404	143	6	2	3	0	11	2175	0	82020014	53797959	0.5195	0.4805	50	0	2	1
4	161055156	161057156	-0.977020049673674	1.38385203102224	-2.30192359429648	-0.118087029012782	-0.806848164147618	30	3	1	3	0	6	128	0	80972817	54845156	0.6025	0.3975	100	0	1	1
4	167050784	167052784	-1.47095858549793	0.225157173230905	-1.28987361508548	4.62510770532445	0.245795070011241	116	2	0	0	0	5	10480	11763	74977189	60840784	0.532	0.468	0	0	8	1
4	167061656	167063656	7.92357402716793	-0.0999627964227687	2.57275387042336	1.30593677969634	6.16915610048022	47	5	2	2	0	13	0	891	74966317	60851656	0.5735	0.4265	0	0	9	1
4	173261150	173263150	-1.08340767222091	0.776835054948931	-1.86604238511018	-0.161810724806286	-0.407786360928282	52	0	0	0	4	12	7165	20845	68766823	67051150	0.5635	0.4365	100	100	4	1
4	174014634	174016634	-1.35199771069805	1.00938406498027	-0.542501284026708	-0.681731932723444	-1.40031819289063	42	0	0	0	16	50	2516	3903	68013339	67804634	0.5365	0.4635	100	100	0	1
4	174024396	174026396	35.9111485199566	-3.11493700052494	24.1358041675838	1.986346697607	3.09152167759104	93	2	1	1	0	19	0	0	68003577	67814396	0.4075	0.5925	0	0	4	1
4	174878771	174880771	7.15199793455417	-0.569507233779809	23.6776053513342	4.69672980194663	5.83835662416713	134	2	1	1	0	20	0	0	67149202	68668771	0.4915	0.5085	0	0	30	1
4	174988099	174990099	-0.605661395974246	-0.440521682942582	1.70553904664074	3.20433060946438	4.25006023146492	53	14	0	0	0	18	4323	1685	67039874	68778099	0.5045	0.4955	0	0	7	1
4	177087418	177089418	-0.962544020373892	-1.25795949780694	24.2214059481009	3.24389384687647	4.73623420875065	158	2	0	0	0	17	5966	1959	64940555	70877418	0.46	0.54	0	0	10	1
4	177152514	177154514	34.6437311144714	-3.33738775928221	-0.41608579744173	1.94029003449681	26.9582296458337	47	0	2	4	0	16	390	0	64875459	70942514	0.3855	0.6145	0	0	59	1
4	177357842	177359842	29.6695920931033	-0.77379380250714	43.4251718150023	-0.11159360331468	14.7525600707143	45	15	1	1	0	10	448	0	64670131	71147842	0.42	0.58	0	0	100	1
4	177378123	177380123	2.05537230444582	0.0348177604909017	12.9364926504757	1.88773994568852	4.42249697908854	113	7	1	1	0	16	0	1234	64649850	71168123	0.4975	0.5025	0	0	11	1
4	178602028	178604028	32.5487362762205	-1.14104678007783	-1.21481919681072	7.67128257211202	18.7062654864234	52	2	2	3	1	9	0	41	63425945	72392028	0.496	0.504	0	0	31	1
4	178606307	178608307	19.9684698650483	-0.776533508341978	-1.07128335412234	1.09665016999555	22.5433766599672	36	1	1	1	0	31	0	3206	63421666	72396307	0.506	0.494	0	0	33	1
4	179110680	179112680	-1.46733957817298	0.110601599336236	0.095575916550493	2.62161369793983	0.768774941362701	90	2	0	0	0	21	3079	1490	62917293	72900680	0.541	0.459	0	0	0	1
4	179694660	179696660	-1.26904036237829	0.286702316133881	-2.66210072883802	2.35095060641597	1.10021475218654	100	4	0	0	0	9	476	3993	62333313	73484660	0.5325	0.4675	100	0	11	1
4	180232667	180234667	-2.10728827034955	0.0950479908442212	-1.27145394624208	4.12933270913497	0.908674691658922	142	4	0	0	0	15	51	3154	61795306	74022667	0.52	0.48	0	0	11	1
4	180460162	180462162	18.3711258433313	-1.24912843505028	-1.37020171448138	2.27141586231138	6.92328338990955	28	2	1	1	0	15	876	0	61567811	74250162	0.5455	0.4545	0	0	1	1
4	180462223	180464223	5.72961612778901	-1.43755061176917	5.26259874776824	0.946912551053101	2.37107865148754	46	0	1	2	2	14	0	417	61565750	74252223	0.4065	0.5935	0	0	8	1
4	181288686	181290686	22.1066129710446	-0.743427655072171	-1.26025692762981	3.52429707694748	9.54543987112201	43	3	2	3	0	16	0	0	60739287	75078686	0.4505	0.5495	0	0	37	1
4	181912864	181914864	-0.392886150879773	-0.57952408478921	1.31307016900237	3.38896553118555	6.99014498507354	67	3	0	0	0	16	2924	3459	60115109	75702864	0.5015	0.4985	0	0	11	1
4	181924681	181926681	-0.836438404308783	0.388377019777743	20.3601542054932	0.149329349662031	1.34174092545946	26	12	0	0	1	43	3916	1805	60103292	75714681	0.58	0.42	0	0	4	1
4	182133268	182135268	0.988156891802501	0.678536056843787	2.11180356837137	3.34524183539205	0.13124189409881	106	2	6	9	4	9	1496	0	59894705	75923268	0.5225	0.4775	0	0	9	1
4	182220734	182222734	-0.679571225981637	0.554446452894946	0.110670873382738	-0.0608710055711263	0.00904472496432129	103	1	0	0	0	18	10497	6292	59807239	76010734	0.5635	0.4365	0	0	5	1
4	182228580	182230580	-0.785958848528874	1.36399998822294	-1.96349084060948	1.61565763238034	-0.915798413090999	69	0	4	8	0	10	2651	0	59799393	76018580	0.5995	0.4005	0	0	22	1
4	185560338	185562338	10.184576835443	-0.572686847427982	-1.17992882823391	6.48211080661567	11.8824473905168	83	6	2	5	2	11	1383	766	56467635	79350338	0.5075	0.4925	0	0	56	1
4	185823217	185825217	3.87453908956969	-0.318808466389571	29.5030740210825	5.34315616261093	0.257894724203924	92	0	0	0	1	22	5042	3460	56204756	79613217	0.506	0.494	0	0	5	1
4	185899764	185901764	-0.1602063654981	-0.262991361969408	1.91293228899161	2.98855057406549	2.2868346424172	114	3	1	1	0	21	1714	0	56128209	79689764	0.485	0.515	0	0	9	1
4	185900285	185902285	0.135432954531464	-0.0285872726202436	1.26763243818329	3.68103359783998	1.67260710328409	124	12	1	1	0	26	1193	0	56127688	79690285	0.507	0.493	0	0	7	1
4	189307490	189309490	1.99412900007574	0.631057572444359	28.3388898060508	5.42593761956457	-0.262790615150688	59	1	0	0	0	14	23114	18486	52720483	83097490	0.539	0.461	0	0	2	1
4	190080201	190082201	9.48853352972977	-1.72688236813114	57.4348967887103	1.97701482834026	-0.445926285224735	104	2	1	6	0	23	545	0	51947772	83870201	0.455	0.545	0	0	47	1
4	190564036	190566036	-0.740814530351719	0.546739021687743	54.1149234475506	1.13012825098996	-0.279412631825532	102	4	0	0	1	9	5608	9092	51463937	84354036	0.577	0.423	80	0	14	1
4	192136715	192138715	-0.910348234316174	1.09823524418626	-1.78766325482427	1.50497777459803	1.0628352251216	81	4	0	0	0	8	8429	3306	49891258	85926715	0.628	0.372	0	19.6428571428571	36	1
4	192374890	192376890	5.95315512147366	-0.569760671483292	-2.28415358182307	6.57929833674983	6.56433587572815	49	2	4	2	3	31	0	1179	49653083	86164890	0.5175	0.4825	100	75	40	1
4	192585516	192587516	-1.37904699225047	1.63990589667558	11.5859334874165	-0.485023905138438	-1.00628568364113	32	0	0	0	3	57	145292	150307	49442457	86375516	0.6265	0.3735	100	85.7142857142857	2	1
4	197248363	197250363	13.0419137012259	-0.429003449273674	27.5974408124832	0.894362462244812	0.332333611078427	50	2	8	4	1	29	0	0	44779610	91038363	0.5205	0.4795	0	0	14	1
4	202452839	202454839	0.872721750942901	-0.445494219205294	7.10567386944506	1.40454353161482	0.251718164235663	61	5	0	0	1	36	9320	2273	39575134	96242839	0.5085	0.4915	0	0	29	1
4	213256985	213258985	-2.04242595865452	-0.010925147106924	-1.80940763567882	-0.76684635699377	-1.1321114150032	76	0	0	0	9	59	28378	1042	28770988	107046985	0.513	0.487	100	100	0	1
4	227807822	227809822	-1.00768833855105	0.838566667961758	-2.5481815736053	-0.829642060601159	-0.831874571276035	39	0	1	0	4	31	8796	452	14220151	121597822	0.6255	0.3745	100	83.3333333333333	17	1
4	227809424	227811424	1.76868722934396	0.214576101001602	-2.29600025680534	0.431151801517362	0.794881912978006	14	9	2	2	0	20	7194	0	14218549	121599424	0.6365	0.3635	100	0	90	1
4	229347461	229349461	-0.829200389658892	0.643990977617756	-1.65532443074816	2.97505824641734	0.0705568589030907	69	1	0	0	0	27	3883	3048	12680512	123137461	0.611	0.389	0	0	19	1
4	233605980	233607980	0.759189387130437	-0.489802711737243	-2.57584929195099	1.73242264658034	1.72762250999922	88	0	1	1	1	13	1705	0	8421993	127395980	0.4935	0.5065	84.5238	0	0	1
4	234410205	234412205	8.53123147357397	-0.481033805683867	3.97857204001272	3.08015842403392	2.14050486640888	91	2	1	1	0	15	0	22	7617768	128200205	0.496	0.504	0	0	44	1
4	234888192	234890192	-0.666811426959665	-0.115090929772489	-0.312064348081297	7.51921198585289	11.2423663455122	54	2	0	0	0	6	2591	7589	7139781	128678192	0.538	0.462	0	0	16	1
4	235104431	235106431	29.6875938563433	-3.37166977902407	-0.507610915449898	0.701814893041225	17.5693115416827	97	0	1	1	0	13	0	679	6923542	128894431	0.4035	0.5965	0	0	59	1
4	235365321	235367321	13.3736498211203	-1.91548620406954	1.86749455817252	1.75798808009232	6.76854922344766	72	6	1	2	0	11	0	282	6662652	129155321	0.483	0.517	0	0	46	1
4	235750957	235752957	10.3232557037607	-1.06351293175985	8.42726600141854	1.58775923155167	6.30115839181055	48	6	1	1	0	7	0	82	6277016	129540957	0.5395	0.4605	0	0	47	1
4	236267511	236269511	2.31319859433278	-0.475300956310708	-2.37567869983124	10.157059248038	4.69917484894109	122	4	1	4	0	18	3198	0	5760462	130057511	0.4935	0.5065	0	0	2	1
4	237274590	237276590	20.2262961549353	-2.32306002338131	15.0488694450559	0.397673720522958	10.9188239936543	83	2	1	2	1	24	0	0	4753383	131064590	0.4115	0.5885	0	0	88	1
4	237861094	237863094	22.4203473276989	-2.06289900442088	1.96429335730183	11.20298682029	19.5356587614703	121	4	1	1	2	21	0	1755	4166879	131651094	0.4365	0.5635	0	0	8	1
5	3428269	3430269	9.00364251221788	-1.14657872667009	-1.07518129234231	9.21389888608587	8.67701287152408	117	0	1	5	0	36	0	81	3428267	98549731	0.4475	0.5525	0	0	12	1
5	4296428	4298428	0.227251274394255	1.19300574287527	47.5591263726857	1.50173106174898	-0.57149855084296	33	4	0	0	2	28	5593	6104	4296426	97681572	0.6205	0.3795	0	0	5	1
5	4304389	4306389	0.777097876985837	1.09145535263797	60.6601731601732	2.50393493820747	-0.430771701803689	64	0	2	2	1	28	0	0	4304387	97673611	0.6075	0.3925	0	0	9	1
5	4582892	4584892	47.0491285840764	-5.17021478489364	-1.26553060875095	5.78962778284118	37.8463576038789	38	7	1	3	0	21	0	85	4582890	97395108	0.347	0.653	0	100	41	1
5	4583233	4585233	46.6596748937523	-4.90600876932941	-1.15096179714824	3.25363398542362	34.2589235283179	61	10	1	3	0	19	0	0	4583231	97394767	0.361	0.639	100	100	43	1
5	4943247	4945247	0.099242881282009	0.900059275942144	-1.39721977645706	0.685075852544023	-0.059471067685759	27	8	1	1	4	11	0	0	4943245	97034753	0.5735	0.4265	100	0	0	1
5	5245756	5247756	18.4812257465882	-0.39988524679473	-1.9351734658938	11.4419993218842	9.29378840839788	115	22	3	3	1	25	0	0	5245754	96732244	0.499	0.501	0	0	1	1
5	5436356	5438356	16.937980287976	0.199089460103219	-0.796708000097831	6.00540781824007	7.22409386663593	82	40	1	1	0	36	0	1624	5436354	96541644	0.5435	0.4565	0	0	12	1
5	5801348	5803348	18.1259660790817	-1.03712481333505	-0.963287536380757	3.12154915251074	18.8362934130123	59	2	1	1	0	31	0	0	5801346	96176652	0.4275	0.5725	0	0	69	1
5	5921194	5923194	-1.67287680861757	0.777098114433108	-1.01927262944212	2.07795454757542	-0.376836859575442	64	10	0	0	0	24	5723	3658	5921192	96056806	0.5685	0.4315	75	0	4	1
5	6459833	6461833	-1.15007948757841	0.206175324277583	-1.46570120087069	0.530672298968206	-1.16439494658676	27	0	0	0	0	3	578	8015	6459831	95518167	0.509	0.491	100	100	1	1
5	6483239	6485239	-0.73909830007391	0.978630544654559	-0.807255362340108	-0.735701243316049	-0.894787436957066	38	0	0	0	2	14	23984	25567	6483237	95494761	0.5595	0.3905	100	50	0	1
5	6575496	6577496	7.9940513966197	-0.567451251681093	-2.28415358182307	5.37014081790723	7.33419138157774	152	0	1	8	0	6	136	261	6575494	95402504	0.4915	0.5085	0	0	7	1
5	6679300	6681300	26.9492178653602	-0.61916601368452	-2.47312715533055	9.84916588641871	23.4303333394699	73	15	3	4	0	19	0	0	6679298	95298700	0.494	0.506	0	0	35	1
5	6688002	6690002	-0.787675078806683	0.488813400246275	-0.698533458067356	1.363152803138	4.68904955948988	142	1	1	1	0	33	0	0	6688000	95289998	0.536	0.464	0	0	1	1
5	7695258	7697258	14.8753699688803	-0.764895772156849	-0.790135006236701	7.16668118290775	11.5024221986899	98	2	1	1	0	16	0	0	7695256	94282742	0.4765	0.5235	0	0	11	1
5	7708796	7710796	13.1338252944734	-0.715863370175324	-0.578767395504684	1.07108473648356	9.05136843487038	79	0	3	4	2	30	0	1915	7708794	94269204	0.497	0.503	84.5238	0	35	1
5	7779901	7781901	3.83301377871748	0.20101631790502	-0.500388265218774	2.54765863400098	12.6298244869787	38	1	1	1	1	14	0	1540	7779899	94198099	0.534	0.466	0	0	41	1
5	7869101	7871101	23.7977713630562	-0.879140562535099	-1.32873835204344	7.63871823664998	31.3708548012148	104	0	4	6	0	6	0	0	7869099	94108899	0.4575	0.5425	0	0	17	1
5	10087889	10089889	3.87806482350997	-1.63317815517866	-1.61516038105021	3.15178052065609	3.0976982375593	127	2	1	4	0	10	2066	0	10087887	91890111	0.5055	0.4945	0	0	5	1
5	10101702	10103702	45.9097195717035	-1.84206913083934	-2.20447513879717	7.85033781366746	27.7592214172684	84	5	1	1	2	29	0	6395	10101700	91876298	0.4175	0.5825	0	0	31	1
5	10214805	10216805	3.41651080684089	-0.616172870146199	34.7286805708416	1.73982981781081	1.59281875518438	117	1	0	0	2	17	7680	6478	10214803	91763195	0.486	0.514	0	0	30	1
5	11496208	11498208	-0.879679945438801	1.02561658631806	-1.08248037273461	1.12921450545759	1.68464005596524	30	0	2	5	1	19	910	0	11496206	90481792	0.6035	0.3965	100	0	6	1
5	11499395	11501395	12.2973868901646	-1.08634368542643	26.6314782204613	4.38467598194594	2.75110384331441	123	2	1	2	0	17	0	276	11499393	90478605	0.4685	0.5315	0	0	16	1
5	11700864	11702864	19.8207434784182	-2.27694898645413	1.21497205713307	1.81378488174966	3.58667367832956	71	3	4	5	0	31	0	0	11700862	90277136	0.4545	0.5455	0	0	32	1
5	11796698	11798698	-0.515559306389264	0.538027461447305	2.66225358916037	0.759030916482881	0.755848188426968	24	5	0	0	1	15	752	3224	11796696	90181302	0.5955	0.4045	0	0	2	1
5	11906267	11908267	-1.5394399045179	-0.319114439015644	-1.14698742876709	2.0468094338977	-0.00413549371525024	148	1	0	0	0	8	7526	11871	11906265	90071733	0.4875	0.5125	0	0	7	1
5	11920993	11922993	-0.358692128062119	0.488741621762297	6.59271284271284	7.07598707847169	0.508972553928839	61	4	0	0	0	15	5199	854	11920991	90057007	0.574	0.426	0	0	24	1
5	11933029	11935029	0.396784978358709	-2.98046241623735	23.7723787511923	2.0468094338977	4.71853162758892	231	5	0	0	0	16	2133	1550	11933027	90044971	0.416	0.584	0	0	7	1
5	13402995	13404995	1.26570117520734	1.24004431946136	-0.801981681218969	0.343704409930353	0.280052966336281	29	4	4	6	0	2	0	244	13402993	88575005	0.6105	0.3895	100	0	3	1
5	13409209	13411209	18.9103019707174	-1.80660132284475	-1.39721977645706	5.52221140416637	22.1178877178772	63	7	4	3	0	7	0	0	13409207	88568791	0.4075	0.5925	0	0	65	1
5	13410707	13412707	5.12919669603286	0.251851264281777	-1.00742595445985	1.16035961913531	4.06749819439008	43	4	3	2	0	16	0	623	13410705	88567293	0.5595	0.4405	0	0	50	1
5	13811943	13813943	-1.377237488588	-0.186954085420591	-0.769040281752146	1.77330789880521	0.262670552429923	56	9	0	0	0	6	1017	135	13811941	88166057	0.5125	0.4875	84.5238	0	14	1
5	13983978	13985978	2.5385470916799	-0.455391567698474	1.41514264925282	0.83947940611984	-1.10931283836009	136	5	1	1	0	2	0	2756	13983976	87994022	0.5285	0.4715	0	0	18	1
5	14192575	14194575	22.7863707437955	-2.62995364630176	-1.88446205395358	6.20678178045844	14.702573957969	134	10	1	1	1	2	0	1588	14192573	87785425	0.43	0.57	0	0	67	1
5	15205657	15207657	18.6037123553283	-2.41627660448822	1.96696841294299	3.55036798671142	8.64638353742662	132	6	1	1	0	20	0	1692	15205655	86772343	0.4085	0.5915	0	0	25	1
5	15461820	15463820	-1.71611834974758	-0.0633092001754321	0.295746508670238	3.09365075168207	-0.0150878819095097	144	9	0	0	0	22	1130	592	15461818	86516180	0.509	0.491	0	0	9	1
5	15563684	15565684	6.85826139157174	-1.52776442755706	-0.825675031183506	3.25038727257457	7.40863026845224	136	0	4	7	0	28	255	0	15563682	86414316	0.472	0.528	0	0	7	1
5	16186741	16188741	-0.293829816367091	1.23456490779169	38.5742641304082	0.219532224499889	-1.22648071352475	59	0	0	0	1	5	4963	9788	16186739	85791259	0.634	0.366	100	75	24	1
5	16337457	16339457	34.560680492767	-2.72914689270462	-0.985031917235307	1.10314359569365	12.2340710787315	47	0	1	1	2	23	0	274	16337455	85640543	0.359	0.641	100	0	108	1
5	16916053	16918053	-1.53763040085543	-0.956167535446111	46.522656956979	2.72113419539068	0.867920068110247	105	4	0	0	1	26	44904	46709	16916051	85061947	0.4525	0.5475	0	0	10	1
5	18571275	18573275	-0.355073120737173	0.689781609247824	20.8842358206765	1.74774246529322	-0.460573937158105	70	2	0	0	0	12	6690	3388	18571273	83406725	0.5935	0.4005	100	73.2142857142857	1	1
5	18723437	18725437	-0.630901173864201	0.411461211147803	-2.04974227749651	2.34719841731497	0.0806821483543003	132	0	0	0	1	21	2622	494	18723435	83254563	0.576	0.424	100	0	5	1
5	20510754	20512754	14.0715959038807	-1.93366001588017	0.46427501406315	5.30318465591843	13.532829550157	99	4	4	13	0	29	0	1544	20510752	81467246	0.423	0.577	0	0	19	1
5	22376533	22378533	30.9803443131031	-3.66287585826524	-2.66210072883802	1.31709614002781	26.1965250646938	52	5	1	2	0	4	0	598	22376531	79601467	0.3625	0.6375	0	0	73	1
5	22675114	22677114	12.7264631142938	-2.97231507721681	20.1579582141023	0.0316505899296686	1.14567850244968	73	1	1	1	0	24	0	1870	22675112	79302886	0.4205	0.5795	0	0	49	1
